Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume)
All Vehicles - StL All Vehicles Volume,Destination,117,MACOUPIN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),111998
All Vehicles - StL All Vehicles Volume,Destination,117,MACOUPIN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),12872
All Vehicles - StL All Vehicles Volume,Destination,117,MACOUPIN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),40355
All Vehicles - StL All Vehicles Volume,Destination,117,MACOUPIN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),32771
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),812044
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),125405
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),246046
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),267656
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),824522
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),144287
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),229455
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),285606
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),741595
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),76530
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),276266
All Vehicles - StL All Vehicles Volume,Destination,119,MADISON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),217775
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),115048
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),18426
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),34735
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),36923
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),117069
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),20915
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),33102
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),39703
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),102322
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),11475
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),36983
All Vehicles - StL All Vehicles Volume,Destination,121,MARION,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),28678
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),36710
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),5969
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),10964
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12234
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),35780
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),6589
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),9654
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),12547
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),36824
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),4321
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),13747
All Vehicles - StL All Vehicles Volume,Destination,123,MARSHALL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),10898
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),46398
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8033
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),13822
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),15217
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),47164
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9167
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),12960
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16351
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),41889
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5037
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),15256
All Vehicles - StL All Vehicles Volume,Destination,125,MASON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),12032
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),38768
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),6108
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),11729
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12538
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),38613
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),6764
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),10940
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),13185
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),36260
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),4224
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),13078
All Vehicles - StL All Vehicles Volume,Destination,127,MASSAC,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),10318
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),30681
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),4761
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),8164
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),10945
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),30170
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),5272
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),7137
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),11488
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),29533
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),3466
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),10481
All Vehicles - StL All Vehicles Volume,Destination,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),8945
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),17998
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),2785
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),5552
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),5845
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),16014
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),2827
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4463
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),5500
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),21590
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),2524
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),8012
All Vehicles - StL All Vehicles Volume,Destination,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),6449
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),42407
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),6381
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),11725
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),15124
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),42494
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),6938
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),10416
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16299
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39798
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),4943
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14376
All Vehicles - StL All Vehicles Volume,Destination,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11841
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),115854
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),17769
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),32367
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),40991
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),115386
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),19718
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),28354
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),43834
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),110956
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),12647
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),40736
All Vehicles - StL All Vehicles Volume,Destination,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),33085
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),97172
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),15237
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),30437
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),31629
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),96252
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),17245
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),27726
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),32828
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),92327
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),10109
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),35400
All Vehicles - StL All Vehicles Volume,Destination,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),26832
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),106720
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),17259
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),33714
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),33928
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),106998
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),19619
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),31457
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),35554
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),98690
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),11052
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),37506
All Vehicles - StL All Vehicles Volume,Destination,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),28135
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),41049
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),6170
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),12428
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),13500
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),40619
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),6718
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),11141
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),14069
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39278
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),4612
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14768
All Vehicles - StL All Vehicles Volume,Destination,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11481
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),192849
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),32304
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),55725
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),64446
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),197257
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),36424
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),51824
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),69966
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),171258
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),21552
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),63149
All Vehicles - StL All Vehicles Volume,Destination,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),49429
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),444494
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),81096
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),142603
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),138811
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),455561
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),95686
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),136293
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),146151
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),391579
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),44546
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),151518
All Vehicles - StL All Vehicles Volume,Destination,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),115212
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),57936
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9196
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),17195
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),19031
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),57499
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9950
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),16052
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),19972
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),55141
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),7139
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),19138
All Vehicles - StL All Vehicles Volume,Destination,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),15827
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),55131
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9178
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),14894
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),19965
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),56974
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),10605
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),13785
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),21946
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),47231
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5291
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),16736
All Vehicles - StL All Vehicles Volume,Destination,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),14652
All Vehicles - StL All Vehicles Volume,Destination,149,PIKE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),41901
All Vehicles - StL All Vehicles Volume,Destination,149,PIKE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),6832
All Vehicles - StL All Vehicles Volume,Destination,149,PIKE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),12950
All Vehicles - StL All Vehicles Volume,Destination,149,PIKE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),13486
